sample_id	cluster_label
SRR8908267	Cluster_DENV_Enriched
SRR8908268	Cluster_Naive_Enriched
SRR8908269	Cluster_Naive_Enriched
SRR8908270	Cluster_Naive_Enriched
SRR8908271	Cluster_Naive_Enriched
SRR8908272	Cluster_Naive_Enriched
SRR8908273	Cluster_Naive_Enriched
SRR8908274	Cluster_Naive_Enriched
SRR8908275	Cluster_Naive_Enriched
SRR8908276	Cluster_DENV_Enriched
SRR8908277	Cluster_DENV_Enriched
SRR8908278	Cluster_DENV_Enriched
SRR8908279	Cluster_DENV_Enriched
SRR8908280	Cluster_Naive_Enriched
SRR8908281	Cluster_Naive_Enriched
SRR8908282	Cluster_Naive_Enriched
SRR8908283	Cluster_Naive_Enriched
SRR8908284	Cluster_Naive_Enriched
SRR8908285	Cluster_Naive_Enriched
SRR8908286	Cluster_Naive_Enriched
SRR8908287	Cluster_Naive_Enriched
SRR8908288	Cluster_DENV_Enriched
SRR8908289	Cluster_DENV_Enriched
SRR8908290	Cluster_DENV_Enriched
SRR8908291	Cluster_DENV_Enriched
SRR8908292	Cluster_Naive_Enriched
SRR8908293	Cluster_Naive_Enriched
SRR8908294	Cluster_Naive_Enriched
SRR8908295	Cluster_Naive_Enriched
SRR8908296	Cluster_Naive_Enriched
SRR8908297	Cluster_Naive_Enriched
SRR8908298	Cluster_Naive_Enriched
SRR8908299	Cluster_Naive_Enriched
SRR8908300	Cluster_DENV_Enriched
SRR8908301	Cluster_DENV_Enriched
SRR8908302	Cluster_DENV_Enriched
SRR8908303	Cluster_DENV_Enriched
SRR8908304	Cluster_Naive_Enriched
SRR8908305	Cluster_Naive_Enriched
SRR8908306	Cluster_Naive_Enriched
SRR8908307	Cluster_Naive_Enriched
SRR8908308	Cluster_Naive_Enriched
SRR8908309	Cluster_Naive_Enriched
SRR8908310	Cluster_Naive_Enriched
SRR8908311	Cluster_Naive_Enriched
SRR8908312	Cluster_DENV_Enriched
SRR8908313	Cluster_DENV_Enriched
SRR8908314	Cluster_DENV_Enriched
SRR8908315	Cluster_DENV_Enriched
SRR8908316	Cluster_Naive_Enriched
SRR8908317	Cluster_Naive_Enriched
SRR8908318	Cluster_Naive_Enriched
SRR8908319	Cluster_Naive_Enriched
SRR8908320	Cluster_Naive_Enriched
SRR8908321	Cluster_Naive_Enriched
SRR8908322	Cluster_Naive_Enriched
SRR8908323	Cluster_Naive_Enriched
SRR8908324	Cluster_DENV_Enriched
SRR8908325	Cluster_DENV_Enriched
SRR8908326	Cluster_DENV_Enriched
SRR8908327	Cluster_DENV_Enriched
SRR8908328	Cluster_Naive_Enriched
SRR8908329	Cluster_Naive_Enriched
SRR8908330	Cluster_Naive_Enriched
SRR8908331	Cluster_Naive_Enriched
SRR8908332	Cluster_Naive_Enriched
SRR8908333	Cluster_Naive_Enriched
SRR8908334	Cluster_Naive_Enriched
SRR8908335	Cluster_Naive_Enriched
SRR8908336	Cluster_DENV_Enriched
SRR8908337	Cluster_DENV_Enriched
SRR8908338	Cluster_DENV_Enriched
SRR8908339	Cluster_DENV_Enriched
SRR8908340	Cluster_Naive_Enriched
SRR8908341	Cluster_Naive_Enriched
SRR8908342	Cluster_Naive_Enriched
SRR8908343	Cluster_Naive_Enriched
SRR8908344	Cluster_Naive_Enriched
SRR8908345	Cluster_Naive_Enriched
SRR8908346	Cluster_Naive_Enriched
SRR8908347	Cluster_Naive_Enriched
SRR8908348	Cluster_DENV_Enriched
SRR8908349	Cluster_DENV_Enriched
SRR8908350	Cluster_DENV_Enriched
SRR8908351	Cluster_DENV_Enriched
SRR8908352	Cluster_Naive_Enriched
SRR8908353	Cluster_Naive_Enriched
SRR8908354	Cluster_Naive_Enriched
SRR8908355	Cluster_Naive_Enriched
SRR8908356	Cluster_Naive_Enriched
SRR8908357	Cluster_Naive_Enriched
SRR8908358	Cluster_Naive_Enriched
SRR8908359	Cluster_Naive_Enriched
SRR8908360	Cluster_DENV_Enriched
SRR8908361	Cluster_DENV_Enriched
SRR8908362	Cluster_DENV_Enriched
SRR8908363	Cluster_DENV_Enriched
SRR8908364	Cluster_Naive_Enriched
SRR8908365	Cluster_Naive_Enriched
SRR8908366	Cluster_Naive_Enriched
SRR8908367	Cluster_Naive_Enriched
SRR8908368	Cluster_Naive_Enriched
SRR8908369	Cluster_Naive_Enriched
SRR8908370	Cluster_Naive_Enriched
SRR8908371	Cluster_Naive_Enriched
SRR8908372	Cluster_DENV_Enriched
SRR8908373	Cluster_DENV_Enriched
SRR8908374	Cluster_Naive_Enriched
SRR8908375	Cluster_Naive_Enriched
SRR8908376	Cluster_Naive_Enriched
SRR8908377	Cluster_Naive_Enriched
SRR8908378	Cluster_DENV_Enriched
SRR8908379	Cluster_DENV_Enriched
SRR8908380	Cluster_Naive_Enriched
SRR8908381	Cluster_Naive_Enriched
SRR8908382	Cluster_Naive_Enriched
SRR8908383	Cluster_Naive_Enriched
SRR8908384	Cluster_Naive_Enriched
SRR8908385	Cluster_Naive_Enriched
SRR8908386	Cluster_Naive_Enriched
SRR8908387	Cluster_Naive_Enriched
SRR8908388	Cluster_DENV_Enriched
SRR8908389	Cluster_DENV_Enriched
SRR8908390	Cluster_DENV_Enriched
SRR8908391	Cluster_DENV_Enriched
SRR8908392	Cluster_Naive_Enriched
SRR8908393	Cluster_Naive_Enriched
SRR8908394	Cluster_Naive_Enriched
SRR8908395	Cluster_Naive_Enriched
SRR8908396	Cluster_Naive_Enriched
SRR8908397	Cluster_Naive_Enriched
SRR8908398	Cluster_Naive_Enriched
SRR8908399	Cluster_Naive_Enriched
SRR8908400	Cluster_DENV_Enriched
SRR8908401	Cluster_DENV_Enriched
SRR8908402	Cluster_Naive_Enriched
SRR8908403	Cluster_DENV_Enriched
SRR8908404	Cluster_Naive_Enriched
SRR8908405	Cluster_Naive_Enriched
SRR8908406	Cluster_Naive_Enriched
SRR8908407	Cluster_Naive_Enriched
SRR8908408	Cluster_Naive_Enriched
SRR8908409	Cluster_Naive_Enriched
SRR8908410	Cluster_Naive_Enriched
SRR8908411	Cluster_Naive_Enriched
SRR8908412	Cluster_DENV_Enriched
SRR8908413	Cluster_DENV_Enriched
SRR8908414	Cluster_DENV_Enriched
SRR8908415	Cluster_DENV_Enriched
SRR8908416	Cluster_Naive_Enriched
SRR8908417	Cluster_Naive_Enriched
SRR8908418	Cluster_Naive_Enriched
SRR8908419	Cluster_Naive_Enriched
SRR8908420	Cluster_Naive_Enriched
SRR8908421	Cluster_Naive_Enriched
SRR8908422	Cluster_Naive_Enriched
SRR8908423	Cluster_Naive_Enriched
SRR8908424	Cluster_DENV_Enriched
SRR8908425	Cluster_DENV_Enriched
SRR8908426	Cluster_Naive_Enriched
SRR8908427	Cluster_Naive_Enriched
SRR8908428	Cluster_Naive_Enriched
SRR8908429	Cluster_Naive_Enriched
SRR8908430	Cluster_Naive_Enriched
SRR8908431	Cluster_Naive_Enriched
SRR8908432	Cluster_Naive_Enriched
SRR8908433	Cluster_Naive_Enriched
SRR8908434	Cluster_Naive_Enriched
SRR8908435	Cluster_Naive_Enriched
SRR8908436	Cluster_DENV_Enriched
SRR8908437	Cluster_DENV_Enriched
SRR8908438	Cluster_DENV_Enriched
SRR8908439	Cluster_DENV_Enriched
SRR8908440	Cluster_Naive_Enriched
SRR8908441	Cluster_Naive_Enriched
SRR8908442	Cluster_Naive_Enriched
SRR8908443	Cluster_Naive_Enriched
SRR8908444	Cluster_Naive_Enriched
SRR8908445	Cluster_Naive_Enriched
SRR8908446	Cluster_Naive_Enriched
SRR8908447	Cluster_Naive_Enriched
SRR8908448	Cluster_DENV_Enriched
SRR8908449	Cluster_DENV_Enriched
SRR8908450	Cluster_DENV_Enriched
SRR8908451	Cluster_DENV_Enriched
SRR8908452	Cluster_Naive_Enriched
SRR8908453	Cluster_Naive_Enriched
SRR8908454	Cluster_Naive_Enriched
SRR8908455	Cluster_Naive_Enriched
SRR8908456	Cluster_Naive_Enriched
SRR8908457	Cluster_Naive_Enriched
SRR8908458	Cluster_Naive_Enriched
SRR8908459	Cluster_Naive_Enriched
SRR8908460	Cluster_DENV_Enriched
SRR8908461	Cluster_DENV_Enriched
SRR8908462	Cluster_DENV_Enriched
SRR8908463	Cluster_DENV_Enriched
SRR8908464	Cluster_Naive_Enriched
SRR8908465	Cluster_Naive_Enriched
SRR8908466	Cluster_Naive_Enriched
SRR8908467	Cluster_Naive_Enriched
SRR8908468	Cluster_Naive_Enriched
SRR8908469	Cluster_Naive_Enriched
SRR8908470	Cluster_Naive_Enriched
SRR8908471	Cluster_Naive_Enriched
SRR8908472	Cluster_DENV_Enriched
SRR8908473	Cluster_DENV_Enriched
SRR8908474	Cluster_DENV_Enriched
SRR8908475	Cluster_DENV_Enriched
SRR8908476	Cluster_Naive_Enriched
SRR8908477	Cluster_Naive_Enriched
SRR8908478	Cluster_Naive_Enriched
SRR8908479	Cluster_Naive_Enriched
SRR8908480	Cluster_Naive_Enriched
SRR8908481	Cluster_Naive_Enriched
SRR8908482	Cluster_Naive_Enriched
SRR8908483	Cluster_Naive_Enriched
SRR8908484	Cluster_DENV_Enriched
SRR8908485	Cluster_DENV_Enriched
SRR8908486	Cluster_DENV_Enriched
SRR8908487	Cluster_DENV_Enriched
SRR8908488	Cluster_DENV_Enriched
SRR8908489	Cluster_DENV_Enriched
SRR8908490	Cluster_DENV_Enriched
SRR8908491	Cluster_DENV_Enriched
SRR8908492	Cluster_Naive_Enriched
SRR8908493	Cluster_Naive_Enriched
SRR8908494	Cluster_Naive_Enriched
SRR8908495	Cluster_Naive_Enriched
SRR8908496	Cluster_Naive_Enriched
SRR8908497	Cluster_Naive_Enriched
SRR8908498	Cluster_Naive_Enriched
SRR8908499	Cluster_Naive_Enriched
SRR8908500	Cluster_DENV_Enriched
SRR8908501	Cluster_DENV_Enriched
SRR8908502	Cluster_DENV_Enriched
SRR8908503	Cluster_DENV_Enriched
SRR8908504	Cluster_Naive_Enriched
SRR8908505	Cluster_Naive_Enriched
SRR8908506	Cluster_Naive_Enriched
SRR8908507	Cluster_Naive_Enriched
SRR8908508	Cluster_Naive_Enriched
SRR8908509	Cluster_Naive_Enriched
SRR8908510	Cluster_Naive_Enriched
SRR8908511	Cluster_Naive_Enriched
SRR8908512	Cluster_DENV_Enriched
SRR8908513	Cluster_DENV_Enriched
SRR8908514	Cluster_Naive_Enriched
SRR8908515	Cluster_Naive_Enriched
SRR8908516	Cluster_Naive_Enriched
SRR8908517	Cluster_Naive_Enriched
SRR8908518	Cluster_Naive_Enriched
SRR8908519	Cluster_Naive_Enriched
SRR8908520	Cluster_Naive_Enriched
SRR8908521	Cluster_Naive_Enriched
SRR8908522	Cluster_Naive_Enriched
SRR8908523	Cluster_Naive_Enriched
SRR8908524	Cluster_DENV_Enriched
SRR8908525	Cluster_DENV_Enriched
SRR8908526	Cluster_DENV_Enriched
SRR8908527	Cluster_DENV_Enriched
SRR8908528	Cluster_Naive_Enriched
SRR8908529	Cluster_Naive_Enriched
SRR8908530	Cluster_Naive_Enriched
SRR8908531	Cluster_Naive_Enriched
SRR8908532	Cluster_Naive_Enriched
SRR8908533	Cluster_Naive_Enriched
SRR8908534	Cluster_Naive_Enriched
SRR8908535	Cluster_Naive_Enriched
SRR8908536	Cluster_DENV_Enriched
SRR8908537	Cluster_DENV_Enriched
SRR8908538	Cluster_DENV_Enriched
SRR8908539	Cluster_DENV_Enriched
SRR8908540	Cluster_Naive_Enriched
SRR8908541	Cluster_Naive_Enriched
SRR8908542	Cluster_Naive_Enriched
SRR8908543	Cluster_Naive_Enriched
