gene_count	best_k	avg_silhouette	scaled_tot_withinss
10	2	0.35679667558526734	3089.6824451831017
100	2	0.27298498002224464	35987.03782197998
1000	2	0.2134768333223979	343937.61901939823
5000	2	0.1892335586844095	1401810.3858266845
10000	2	0.18299142764813997	2172335.686613768
