GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
ENSG00000284632	0.07506086615052536	0.01939593261763684	1.211342174304665	0.01601193537967131	0.9872248698600476	1	FALSE
ENSG00000284633	0.7210910294170527	0.19826990027996266	0.24533580063002708	0.8081572268327807	0.4190000773608117	1	FALSE
ENSG00000284634	9.36074556187343	0.0444968470249265	0.06745663357220882	0.6596363421737453	0.5094872266125398	1	FALSE
ENSG00000284640	0.23636974775599132	0.10719238163996704	0.3721153686065947	0.2880622266190039	0.773299106393312	1	FALSE
ENSG00000284641	0.07511100309867026	0.13491550955116596	1.1402086857964704	0.11832527784764539	0.9058099292631981	1	FALSE
ENSG00000284642	1.3996299521235915	0.353033859558349	0.1769613087118905	1.9949776712666665	0.04604531521984023	1	FALSE
ENSG00000284644	1.6403135689012343	-0.0744326296759548	0.16101030146640274	-0.46228489107876314	0.643877033063682	1	FALSE
ENSG00000284645	0.2799435241572526	0.012755188613688411	0.32112466636887804	0.03972036392569246	0.9683160664221396	1	FALSE
ENSG00000284650	2.463727287028785	0.04539443193860229	0.13133126097323342	0.3456483369017078	0.7296070148045251	1	FALSE
ENSG00000284652	0.9790003397548219	0.21229401287091587	0.2101507847840971	1.0101985252589976	0.3124001856907245	1	FALSE
ENSG00000284653	0.10579359644492389	0.07195821692006457	0.8389252891445612	0.0857742850897238	0.9316458486499581	1	FALSE
ENSG00000284656	1.635577815953228	0.07534553485443331	0.16159282057987787	0.46626783655396886	0.6410237979658343	1	FALSE
ENSG00000284657	0.6244056193957438	-0.33778266708981797	0.26438001322390803	-1.2776407072941023	0.2013761403993052	1	FALSE
ENSG00000284664	0.8588747165117706	0.05104710011518871	0.22382961615847652	0.2280623136084288	0.8195977974478283	1	FALSE
ENSG00000284668	1.6765637880432955	0.08873128941496443	0.1595546926842571	0.5561183311013913	0.5781299644341992	1	FALSE
ENSG00000284669	0.29751432781143256	0.03903588950303619	0.3217622411038875	0.12131905026865057	0.9034383315343799	1	FALSE
ENSG00000284672	0.08058657479204451	-0.06810951617315837	1.0186974028415487	-0.06685941868819345	0.9466936199087996	1	FALSE
ENSG00000284674	0.0502159774108301	0.052606732790563215	1.4949194908052224	0.035190345108302226	0.9719279609518361	1	FALSE
ENSG00000284675	0.4004710904649831	0.33852036854423145	0.30029060284446574	1.1273092309171149	0.25961176091209337	1	FALSE
ENSG00000284676	0.3908089707222837	-0.006305512262581036	0.29958782860534067	-0.021047291179801385	0.9832079311122062	1	FALSE
ENSG00000284678	0.28564779022443804	0.09852846383822549	0.31412868455735976	0.3136563729513031	0.7537820390468913	1	FALSE
ENSG00000284685	0.4322627507040344	0.3333219948591052	0.2964433810388683	1.1244035663437584	0.2608418597955976	1	FALSE
ENSG00000284686	0.14446732740563756	-0.05049211570383375	0.6608511997464311	-0.07640466677401447	0.9390971569122996	1	FALSE
ENSG00000284691	1.760219178803605	-0.050339705088625945	0.1556912006833105	-0.3233304442877366	0.74644499996668	1	FALSE
ENSG00000284692	2.1657491807859457	0.03657613887286999	0.1400901151810212	0.26109007638124326	0.7940230442455287	1	FALSE
ENSG00000284693	0.8540902214425323	-0.16749262503174947	0.2248146523575686	-0.74502539436509585	0.4562563683716746	1	FALSE
ENSG00000284694	1.7516039931731964	0.023760530625296154	0.1558355514840385	0.15247182301485188	0.8788148125570524	1	FALSE
ENSG00000284696	0.46139893966411094	0.21260967424751245	0.29806252400234534	0.7133056225674299	0.47565665900753895	1	FALSE
ENSG00000284697	1.3745915063261842	-0.28276582982444987	0.17702458750426858	-1.5973251727963018	0.11019324240330469	1	FALSE
ENSG00000284699	0.15196384271875263	0.26632029447664657	0.5666067930991726	0.4700266529103064	0.638335975495278	1	FALSE
ENSG00000284702	1.1703785884733442	-0.5812110019598031	0.19433565796986343	-2.9907584024025806	0.0027828556936164263	1	FALSE
ENSG00000284703	1.2391302390705887	0.07989726761586713	0.1859232483756161	0.42973252841652526	0.6673902184830651	1	FALSE
ENSG00000284705	0.3318848294672116	-0.1114283194558257	0.30387329328695983	-0.36669336173152745	0.713847758733374	1	FALSE
ENSG00000284707	2.175911623216005	-0.10961234703248436	0.13978415536037916	-0.7841543038257196	0.4329495746555982	1	FALSE
ENSG00000284708	0.8407553575711535	0.019979961397946642	0.22649358466070255	0.08821424866349972	0.9297063926713489	1	FALSE
ENSG00000284710	0.12114217419943178	0.15599890608124392	0.7070947598469938	0.2206195193908665	0.8253887012540517	1	FALSE
ENSG00000284713	0.25187928324503805	0.1912328680764001	0.3597092150585608	0.5316318294633273	0.5949810152062105	1	FALSE
ENSG00000284716	0.9943990034704594	0.16393722900744903	0.20821005336428466	0.7873646174069423	0.43106845315976844	1	FALSE
ENSG00000284719	1.0340160840467727	0.07040615844238346	0.20392023837720982	0.3452632215550218	0.7298964934947503	1	FALSE
ENSG00000284721	2.0411424080437066	0.06512532006038382	0.1443355507007105	0.4512077568154056	0.6518398196040001	1	FALSE
ENSG00000284722	2.829278004252459	0.033940930156982387	0.12250223904999585	0.27706375344805206	0.7817311532465006	1	FALSE
ENSG00000284726	0.2003821380642512	0.026617427826362082	0.4458439037430507	0.05970122637743247	0.9523935949713551	1	FALSE
ENSG00000284732	1.4901270613583797	-0.09281917213753564	0.1689038311272806	-0.5495385836902067	0.5826358935029124	1	FALSE
